Lookup	ID	Ndex	Species	Forme	Type1	Type2	Ability1	Ability2	AbilityH	HP	Attack	Defense	SpAttack	SpDefense	Speed	Total	Weight	Height	Dex1	Dex2	Class	%Male	%Female	Pre-Evolution	Egg Group 1	Egg Group 2	Type Concat	Ability Concat
Mawile (Mega Mawile)	882	303	Mawile	Mawile (Mega Mawile)	Steel	Fairy	Huge Power	#N/A	#N/A	50	105	125	55	95	50	480	51.8 lbs.	3'03"			Deceiver Pokémon	0.5	0.5	#N/A	Field	Fairy	Steel / Fairy	Huge Power
Aggron (Mega Aggron)	883	306	Aggron	Aggron (Mega Aggron)	Steel	#N/A	Filter	#N/A	#N/A	70	140	230	60	80	50	630	870.8 lbs.	7'03"			Iron Armor Pokémon	0.5	0.5	Lairon	Monster	#N/A	Steel	Filter
Medicham (Mega Medicham)	884	308	Medicham	Medicham (Mega Medicham)	Fighting	Psychic	Pure Power	#N/A	#N/A	60	100	85	80	85	100	510	69.4 lbs.	4'03"			Meditate Pokémon	0.5	0.5	Meditite	Human-Like	#N/A	Fighting / Psychic	Pure Power
Manectric (Mega Manectric)	885	310	Manectric	Manectric (Mega Manectric)	Electric	#N/A	Intimidate	#N/A	#N/A	70	75	80	135	80	135	575	97.0 lbs.	5'11"			Discharge Pokémon	0.5	0.5	Electrike	Field	#N/A	Electric	Intimidate
Sharpedo (Mega Sharpedo)	886	319	Sharpedo	Sharpedo (Mega Sharpedo)	Water	Dark	Strong Jaw	#N/A	#N/A	70	140	70	110	65	105	560	287.3 lbs.	8'02"	The spines sprouting from its head are transformed fangs. If they're injured or broken off, the spines will regenerate countless times.	As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.	Brutal Pokémon	0.5	0.5	Carvanha	Water 2	#N/A	Water / Dark	Strong Jaw
Camerupt (Mega Camerupt)	887	323	Camerupt	Camerupt (Mega Camerupt)	Fire	Ground	Sheer Force	#N/A	#N/A	70	120	100	145	105	20	560	706.6 lbs.	8'02"			Eruption Pokémon	0.5	0.5	Numel	Field	#N/A	Fire / Ground	Sheer Force
Altaria (Mega Altaria)	888	334	Altaria	Altaria (Mega Altaria)	Dragon	Fairy	Pixilate	#N/A	#N/A	75	110	110	110	105	80	590	45.4 lbs.	4'11"			Humming Pokémon	0.5	0.5	Swablu	Flying	Dragon	Dragon / Fairy	Pixilate
Castform (Sunny Form)	889	351	Castform	Castform (Sunny Form)	Fire	#N/A	Forecast	#N/A	#N/A	70	70	70	70	70	70	420	1.8 lbs.	1'00"	This is the form Castform takes on the brightest of days. Its skin is unexpectedly hot to the touch, so approach with care.	This is Castform's form when basking in fair weather. Its body is warm and toasty.	Weather Pokémon	0.5	0.5	#N/A	Fairy	Amorphous	Fire	Forecast
Castform (Rainy Form)	890	351	Castform	Castform (Rainy Form)	Water	#N/A	Forecast	#N/A	#N/A	70	70	70	70	70	70	420	1.8 lbs.	1'00"	This is the form Castform takes when soaked with rain. When its body is compressed, water will seep out as if from a sponge.	This is Castform's form during a downpour of rain. Its body retains moisture and gets slippery.	Weather Pokémon	0.5	0.5	#N/A	Fairy	Amorphous	Water	Forecast
Castform (Snowy Form)	891	351	Castform	Castform (Snowy Form)	Ice	#N/A	Forecast	#N/A	#N/A	70	70	70	70	70	70	420	1.8 lbs.	1'00"	This is the form Castform takes when covered in snow. Its body becomes an ice-like material, with a temperature near 23 degrees Fahrenheit.	This is Castform's form when caught in a hailstorm. Its cold skin is as smooth as ice.	Weather Pokémon	0.5	0.5	#N/A	Fairy	Amorphous	Ice	Forecast
Banette (Mega Banette)	892	354	Banette	Banette (Mega Banette)	Ghost	#N/A	Prankster	#N/A	#N/A	64	165	75	93	83	75	555	28.7 lbs.	3'11"			Marionette Pokémon	0.5	0.5	Shuppet	Amorphous	#N/A	Ghost	Prankster
Absol (Mega Absol)	893	359	Absol	Absol (Mega Absol)	Dark	#N/A	Magic Bounce	#N/A	#N/A	65	150	60	115	60	115	565	108.0 lbs.	3'11"	When this Pokémon whips the winglike fur on its back as though beating its wings, it sends an intimidating aura flying at its opponents.	As the energy of Mega Evolution fills it, its fur bristles. What you see on its back are not true wings, and this Pokémon isn't able to fly.	Disaster Pokémon	0.5	0.5	#N/A	Field	#N/A	Dark	Magic Bounce
Glalie (Mega Glalie)	894	362	Glalie	Glalie (Mega Glalie)	Ice	#N/A	Refrigerate	#N/A	#N/A	80	120	80	120	80	100	580	772.1 lbs.	6'11"	The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards.	It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so it's unable to eat them.	Face Pokémon	0.5	0.5	Snorunt	Fairy	Mineral	Ice	Refrigerate
Salamence (Mega Salamence)	895	373	Salamence	Salamence (Mega Salamence)	Dragon	Flying	Aerilate	#N/A	#N/A	95	145	130	120	90	120	700	248.2 lbs.	5'11"	Anyone standing in its path gets sliced right in two, while this Pokémon continues its flight without interruption.	Mega Evolution fuels its brutality, and it may even turn on the Trainer who raised it. It's been dubbed “the blood-soaked crescent.”	Dragon Pokémon	0.5	0.5	Shelgon	Dragon	#N/A	Dragon / Flying	Aerilate
Metagross (Mega Metagross)	896	376	Metagross	Metagross (Mega Metagross)	Steel	Psychic	Tough Claws	#N/A	#N/A	80	145	150	105	110	110	700	2078.7 lbs.	8'02"	This form results from one Metagross, one Metang, and two Beldum linking up.	Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.	Iron Leg Pokémon	#N/A	#N/A	Metang	Mineral	#N/A	Steel / Psychic	Tough Claws
Latias (Mega Latias)	897	380	Latias	Latias (Mega Latias)	Dragon	Psychic	Levitate	#N/A	#N/A	80	100	120	140	150	110	700	114.6 lbs.	5'11"			Eon Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Psychic	Levitate
Latios (Mega Latios)	898	381	Latios	Latios (Mega Latios)	Dragon	Psychic	Levitate	#N/A	#N/A	80	130	100	160	120	110	700	154.3 lbs.	7'07"			Eon Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Psychic	Levitate
Kyogre (Primal Reversion)	899	383	Kyogre	Kyogre (Primal Reversion)	Water	#N/A	Primordial Sea	#N/A	#N/A	100	150	90	180	160	90	770	948.0 lbs.	32'02"			Sea Basin Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Water	Primordial Sea
Groudon (Primal Reversion)	900	382	Groudon	Groudon (Primal Reversion)	Ground	Fire	Desolate Land	#N/A	#N/A	100	180	160	150	90	90	770	2204.0 lbs.	16'05"			Continent Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Ground / Fire	Desolate Land
Rayquaza (Mega Rayquaza)	901	384	Rayquaza	Rayquaza (Mega Rayquaza)	Dragon	Flying	Delta Stream	#N/A	#N/A	105	180	100	180	100	115	780	864.2 lbs.	35'05"			Sky High Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Flying	Delta Stream
Deoxys (Attack Forme)	902	386	Deoxys	Deoxys (Attack Forme)	Psychic	#N/A	Pressure	#N/A	#N/A	50	180	20	180	20	150	600	134.0 lbs.	5'07"			DNA Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Psychic	Pressure
Deoxys (Defense Forme)	903	386	Deoxys	Deoxys (Defense Forme)	Psychic	#N/A	Pressure	#N/A	#N/A	50	70	160	70	160	90	600	134.0 lbs.	5'07"			DNA Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Psychic	Pressure
Deoxys (Speed Forme)	904	386	Deoxys	Deoxys (Speed Forme)	Psychic	#N/A	Pressure	#N/A	#N/A	50	95	90	95	90	180	600	134.0 lbs.	5'07"			DNA Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Psychic	Pressure
Burmy	905	412	Burmy	Burmy (Sandy Cloak)	Bug	#N/A	Shed Skin	#N/A	Overcoat	40	29	45	29	45	36	224	7.5 lbs.	0'08"			Bagworm Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug	Shed Skin / Overcoat*
Burmy	906	412	Burmy	Burmy (Trash Cloak)	Bug	#N/A	Shed Skin	#N/A	Overcoat	40	29	45	29	45	36	224	7.5 lbs.	0'08"			Bagworm Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug	Shed Skin / Overcoat*
Wormadam (Sandy Cloak)	907	413	Wormadam	Wormadam (Sandy Cloak)	Bug	Ground	Anticipation	#N/A	Overcoat	60	79	105	59	85	36	424	14.3 lbs.	1'08"			Bagworm Pokémon	0	1	Burmy	Bug	#N/A	Bug / Ground	Anticipation / Overcoat*
Wormadam (Trash Cloak)	908	413	Wormadam	Wormadam (Trash Cloak)	Bug	Steel	Anticipation	#N/A	Overcoat	60	69	95	69	95	36	424	14.3 lbs.	1'08"			Bagworm Pokémon	0	1	Burmy	Bug	#N/A	Bug / Steel	Anticipation / Overcoat*
Cherrim	909	421	Cherrim	Cherrim (Sunshine Form)	Grass	#N/A	Flower Gift	#N/A	#N/A	70	60	70	87	78	85	450	20.5 lbs.	1'08"			Blossom Pokémon	0.5	0.5	Cherubi	Fairy	Grass	Grass	Flower Gift
Shellos	910	422	Shellos	Shellos (East Sea)	Water	#N/A	Sticky Hold	Storm Drain	Sand Force	76	48	48	57	62	34	325	13.9 lbs.	1'00"	Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes.	The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.	Sea Slug Pokémon	0.5	0.5	#N/A	Water 1	Amorphous	Water	Sticky Hold / Storm Drain / Sand Force*
Gastrodon	911	423	Gastrodon	Gastrodon (East Sea)	Water	Ground	Sticky Hold	Storm Drain	Sand Force	111	83	68	92	82	39	475	65.9 lbs.	2'11"	A team of researchers is scouring the oceans of the world in search of a Gastrodon in a color never seen before.	Experiments are being conducted to discover what happens when a Gastrodon is raised in a location other than the sea where it was born.	Sea Slug Pokémon	0.5	0.5	Shellos (East Sea)	Water 1	Amorphous	Water / Ground	Sticky Hold / Storm Drain / Sand Force*
Lopunny (Mega Lopunny)	912	428	Lopunny	Lopunny (Mega Lopunny)	Normal	Fighting	Scrappy	#N/A	#N/A	65	136	94	54	96	135	580	62.4 lbs.	4'03"			Rabbit Pokémon	0.5	0.5	Buneary	Field	Human-Like	Normal / Fighting	Scrappy
Garchomp (Mega Garchomp)	913	445	Garchomp	Garchomp (Mega Garchomp)	Dragon	Ground	Sand Force	#N/A	#N/A	108	170	115	120	95	92	700	209.4 lbs.	6'03"	Excess energy melted its arms and wings, transforming them into giant scythes.	Its vaunted wings become scythes, sending it mad with rage. It swings its scythes wildly and slices the ground to pieces.	Mach Pokémon	0.5	0.5	Gabite	Monster	Dragon	Dragon / Ground	Sand Force
Lucario (Mega Lucario)	914	448	Lucario	Lucario (Mega Lucario)	Fighting	Steel	Adaptability	#N/A	#N/A	70	145	88	140	70	112	625	126.8 lbs.	4'03"	Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.	It readies itself to face its enemies by focusing its mental energies. Its fighting style can be summed up in a single word: heartless.	Aura Pokémon	0.875	0.125	Riolu	Field	Human-Like	Fighting / Steel	Adaptability
Abomasnow (Mega Abomasnow)	915	460	Abomasnow	Abomasnow (Mega Abomasnow)	Grass	Ice	Snow Warning	#N/A	#N/A	90	132	105	132	105	30	594	407.9 lbs.	8'10"			Frost Tree Pokémon	0.5	0.5	Snover	Monster	Grass	Grass / Ice	Snow Warning
Gallade (Mega Gallade)	916	475	Gallade	Gallade (Mega Gallade)	Psychic	Fighting	Inner Focus	#N/A	#N/A	68	165	95	65	115	110	618	124.3 lbs.	5'03"			Blade Pokémon	1	0	Kirlia	Amorphous	#N/A	Psychic / Fighting	Inner Focus
Rotom (Heat Rotom)	917	479	Rotom	Rotom (Heat Rotom)	Electric	Fire	Levitate	#N/A	#N/A	50	65	107	105	107	86	520	0.7 lbs.	1'00"			Plasma Pokémon	#N/A	#N/A	#N/A	Amorphous	#N/A	Electric / Fire	Levitate
Rotom (Wash Rotom)	918	479	Rotom	Rotom (Wash Rotom)	Electric	Water	Levitate	#N/A	#N/A	50	65	107	105	107	86	520	0.7 lbs.	1'00"			Plasma Pokémon	#N/A	#N/A	#N/A	Amorphous	#N/A	Electric / Water	Levitate
Rotom (Frost Rotom)	919	479	Rotom	Rotom (Frost Rotom)	Electric	Ice	Levitate	#N/A	#N/A	50	65	107	105	107	86	520	0.7 lbs.	1'00"			Plasma Pokémon	#N/A	#N/A	#N/A	Amorphous	#N/A	Electric / Ice	Levitate
Rotom (Fan Rotom)	920	479	Rotom	Rotom (Fan Rotom)	Electric	Flying	Levitate	#N/A	#N/A	50	65	107	105	107	86	520	0.7 lbs.	1'00"			Plasma Pokémon	#N/A	#N/A	#N/A	Amorphous	#N/A	Electric / Flying	Levitate
Rotom (Mow Rotom)	921	479	Rotom	Rotom (Mow Rotom)	Electric	Grass	Levitate	#N/A	#N/A	50	65	107	105	107	86	520	0.7 lbs.	1'00"			Plasma Pokémon	#N/A	#N/A	#N/A	Amorphous	#N/A	Electric / Grass	Levitate
Giratina (Origin Forme)	922	487	Giratina	Giratina (Origin Forme)	Ghost	Dragon	Levitate	#N/A	#N/A	150	120	100	120	100	90	680	1433.0 lbs.	22'08"			Renegade Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Ghost / Dragon	Levitate
Shaymin (Sky Forme)	923	492	Shaymin	Shaymin (Sky Forme)	Grass	Flying	Serene Grace	#N/A	#N/A	100	103	75	120	75	127	600	11.5 lbs.	1'04"			Gratitude Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Grass / Flying	Serene Grace
Arceus (Fighting)	924	493	Arceus	Arceus (Fighting)	Fighting	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Fighting	Multitype
Arceus (Flying)	925	493	Arceus	Arceus (Flying)	Flying	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Flying	Multitype
Arceus (Poison)	926	493	Arceus	Arceus (Poison)	Poison	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Poison	Multitype
Arceus (Ground)	927	493	Arceus	Arceus (Ground)	Ground	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Ground	Multitype
Arceus (Rock)	928	493	Arceus	Arceus (Rock)	Rock	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Rock	Multitype
Arceus (Bug)	929	493	Arceus	Arceus (Bug)	Bug	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug	Multitype
Arceus (Ghost)	930	493	Arceus	Arceus (Ghost)	Ghost	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Ghost	Multitype
Arceus (Steel)	931	493	Arceus	Arceus (Steel)	Steel	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Steel	Multitype
Arceus (Fire)	932	493	Arceus	Arceus (Fire)	Fire	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Fire	Multitype
Arceus (Water)	933	493	Arceus	Arceus (Water)	Water	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Water	Multitype
Arceus (Grass)	934	493	Arceus	Arceus (Grass)	Grass	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Grass	Multitype
Arceus (Electric)	935	493	Arceus	Arceus (Electric)	Electric	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Electric	Multitype
Arceus (Psychic)	936	493	Arceus	Arceus (Psychic)	Psychic	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Psychic	Multitype
Arceus (Ice)	937	493	Arceus	Arceus (Ice)	Ice	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Ice	Multitype
Arceus (Dragon)	938	493	Arceus	Arceus (Dragon)	Dragon	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon	Multitype
Arceus (Dark)	939	493	Arceus	Arceus (Dark)	Dark	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dark	Multitype
Arceus (Fairy)	940	493	Arceus	Arceus (Fairy)	Fairy	#N/A	Multitype	#N/A	#N/A	120	120	120	120	120	120	720	705.5 lbs.	10'06"			Alpha Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Fairy	Multitype
Audino (Mega Audino)	941	531	Audino	Audino (Mega Audino)	Normal	Fairy	Healer	#N/A	#N/A	103	60	126	80	126	50	545	70.5 lbs.	4'11"			Hearing Pokémon	0.5	0.5	#N/A	Fairy	#N/A	Normal / Fairy	Healer
Basculin (Blue-Striped Form)	942	550	Basculin	Basculin (Blue-Striped Form)	Water	#N/A	Rock Head	Adaptability	Mold Breaker	70	92	65	80	55	98	460	39.7 lbs.	3'03"			Hostile Pokémon	0.5	0.5	#N/A	Water 2	#N/A	Water	Rock Head / Adaptability / Mold Breaker*
Darmanitan (Zen Mode)	943	555	Darmanitan	Darmanitan (Zen Mode)	Fire	Psychic	Zen Mode	#N/A	#N/A	105	30	105	140	105	55	540	204.8 lbs.	4'03"			Blazing Pokémon	0.5	0.5	Darumaka	Field	#N/A	Fire / Psychic	Zen Mode
Deerling	944	585	Deerling	Deerling (Summer Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	60	60	50	40	50	75	335	43.0 lbs.	2'00"			Season Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Deerling	945	585	Deerling	Deerling (Autumn Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	60	60	50	40	50	75	335	43.0 lbs.	2'00"			Season Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Deerling	946	585	Deerling	Deerling (Winter Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	60	60	50	40	50	75	335	43.0 lbs.	2'00"			Season Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Sawsbuck	947	586	Sawsbuck	Sawsbuck (Summer Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	80	100	70	60	70	95	475	203.9 lbs.	6'03"			Season Pokémon	0.5	0.5	Deerling	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Sawsbuck	948	586	Sawsbuck	Sawsbuck (Autumn Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	80	100	70	60	70	95	475	203.9 lbs.	6'03"			Season Pokémon	0.5	0.5	Deerling	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Sawsbuck	949	586	Sawsbuck	Sawsbuck (Winter Form)	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	80	100	70	60	70	95	475	203.9 lbs.	6'03"			Season Pokémon	0.5	0.5	Deerling	Field	#N/A	Normal / Grass	Chlorophyll / Sap Sipper / Serene Grace*
Tornadus (Therian Forme)	950	641	Tornadus	Tornadus (Therian Forme)	Flying	#N/A	Regenerator	#N/A	#N/A	79	100	80	110	90	121	580	138.9 lbs.	4'07"			Cyclone Pokémon	1	0	#N/A	Undiscovered	#N/A	Flying	Regenerator
Thundurus (Therian Forme)	951	642	Thundurus	Thundurus (Therian Forme)	Electric	Flying	Volt Absorb	#N/A	#N/A	79	105	70	145	80	101	580	134.5 lbs.	9'10"			Bolt Strike Pokémon	1	0	#N/A	Undiscovered	#N/A	Electric / Flying	Volt Absorb
Landorus (Therian Forme)	952	645	Landorus	Landorus (Therian Forme)	Ground	Flying	Intimidate	#N/A	#N/A	89	145	90	105	80	91	600	149.9 lbs.	4'03"			Abundance Pokémon	1	0	#N/A	Undiscovered	#N/A	Ground / Flying	Intimidate
Kyurem (White Kyurem)	953	646	Kyurem	Kyurem (White Kyurem)	Dragon	Ice	Turboblaze	#N/A	#N/A	125	120	90	170	100	95	700	716.5 lbs.	11'10"			Boundary Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ice	Turboblaze
Kyurem (Black Kyurem)	954	646	Kyurem	Kyurem (Black Kyurem)	Dragon	Ice	Teravolt	#N/A	#N/A	125	170	100	120	90	95	700	716.5 lbs.	10'10"			Boundary Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ice	Teravolt
Keldeo (Resolute Form)	955	647	Keldeo	Keldeo (Resolute Form)	Water	Fighting	Justified	#N/A	#N/A	91	72	90	129	90	108	580	106.9 lbs.	4'07"			Colt Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Water / Fighting	Justified
Meloetta (Pirouette Forme)	956	648	Meloetta	Meloetta (Pirouette Forme)	Normal	Fighting	Serene Grace	#N/A	#N/A	100	128	90	77	77	128	600	14.3 lbs.	2'00"			Melody Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Normal / Fighting	Serene Grace
Genesect	957	649	Genesect	Genesect (Genesect)	Bug	Steel	Download	#N/A	#N/A	71	120	95	120	95	99	600	181.9 lbs.	4'11"			Paleozoic Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug / Steel	Download
Genesect	958	649	Genesect	Genesect (Genesect)	Bug	Steel	Download	#N/A	#N/A	71	120	95	120	95	99	600	181.9 lbs.	4'11"			Paleozoic Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug / Steel	Download
Genesect	959	649	Genesect	Genesect (Genesect)	Bug	Steel	Download	#N/A	#N/A	71	120	95	120	95	99	600	181.9 lbs.	4'11"			Paleozoic Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug / Steel	Download
Genesect	960	649	Genesect	Genesect (Genesect)	Bug	Steel	Download	#N/A	#N/A	71	120	95	120	95	99	600	181.9 lbs.	4'11"			Paleozoic Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug / Steel	Download
Greninja (Battle Bond)	961	658	Greninja	Greninja (Battle Bond)	Water	Dark	Battle Bond	Battle Bond	Battle Bond	72	95	67	103	71	122	530	88.2 lbs.	4'11"			Ninja Pokémon	1	0	#N/A	Undiscovered	#N/A	Water / Dark	Battle Bond
Greninja (Ash-Greninja)	962	658	Greninja	Greninja (Ash-Greninja)	Water	Dark	Battle Bond	Battle Bond	Battle Bond	72	145	67	153	71	132	640	88.2 lbs.	4'11"			Ninja Pokémon	1	0	#N/A	Undiscovered	#N/A	Water / Dark	Battle Bond
Vivillon	963	666	Vivillon	Vivillon (Polar Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	964	666	Vivillon	Vivillon (Tundra Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	965	666	Vivillon	Vivillon (Continental Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	966	666	Vivillon	Vivillon (Garden Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	967	666	Vivillon	Vivillon (Elegant Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	968	666	Vivillon	Vivillon (Meadow Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	969	666	Vivillon	Vivillon (Modern Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	970	666	Vivillon	Vivillon (Marine Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	971	666	Vivillon	Vivillon (Archipelago Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	972	666	Vivillon	Vivillon (High Plains Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Vivillon	973	666	Vivillon	Vivillon (Sandstorm Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
